location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
"Wayne, MI",Michigan,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,2.0,'real estate',"(20.0, 30.0]",none,rent,1.0,skilled,,none,yes,good,12/1995,yes
"St. Louis, MO",Missouri,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid',repairs,"(1000.0, 2500.0]","[0.01, 100.0)",<1,4.0,'male single',none,1.0,'no known property',"(30.0, 40.0]",none,rent,1.0,'unskilled resident',1.0,none,no,good,12/1995,no
"Clark, NV",Nevada,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'female div/dep/mar',none,4.0,'no known property',"(50.0, 60.0]",none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,12/1995,no
"New York, NY",New York,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,1.0,'female div/dep/mar',none,4.0,,"(10.0, 20.0]",bank,rent,1.0,skilled,1.0,none,yes,bad,12/1995,yes
"Philadelphia, PA",Pennsylvania,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit','new car',"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,2.0,'male single',none,2.0,'real estate',"(30.0, 40.0]",none,rent,2.0,skilled,2.0,none,yes,good,12/1995,yes
"Harris, TX",Texas,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',,1.0,'life insurance',"(20.0, 30.0]",none,own,1.0,'unskilled resident',1.0,none,no,bad,12/1995,no
"Bexar, TX",Texas,"(-10000.0, -1000.0]",,'existing paid','domestic appliance',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,'male mar/wid',none,,'real estate',"(40.0, 50.0]",none,own,1.0,'unskilled resident',1.0,yes,no,bad,12/1995,no
"Los Angeles, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",>=7,,'male single',none,3.0,'life insurance',"(50.0, 60.0]",none,own,2.0,skilled,1.0,none,yes,good,12/1995,yes
"Cook, IL",Illinois,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit',radio/tv,,"[0.01, 100.0)",4<=X<7,4.0,'female div/dep/mar',none,3.0,'real estate',"(50.0, 60.0]",none,own,4.0,'unskilled resident',1.0,yes,no,bad,12/1995,no
"Wayne, MI",Michigan,"(0.01, 1000.0]",,'delayed previously','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,4.0,,none,4.0,car,,none,,2.0,skilled,1.0,yes,no,good,12/1995,no
"St. Louis, MO",Missouri,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',business,,"[0.0, 0.01)",>=7,4.0,'female div/dep/mar',none,4.0,'real estate',"(30.0, 40.0]",bank,own,1.0,'unskilled resident',1.0,,no,good,12/1995,no
"New York, NY",New York,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid','new car',"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,3.0,'female div/dep/mar',none,4.0,'life insurance',"(10.0, 20.0]",none,,,'unskilled resident',1.0,yes,yes,bad,12/1995,yes
"Philadelphia, PA",Pennsylvania,"(-10000.0, -1000.0]","(12.0, 24.0]",'all paid',other,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,,'male single',none,3.0,car,"(30.0, 40.0]",stores,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,12/1995,yes
"Harris, TX",Texas,"(0.01, 1000.0]","(0.0, 12.0]",,'new car',"(500.0, 1000.0]","[100.0, 500.0)",<1,1.0,'female div/dep/mar',none,1.0,'life insurance',"(30.0, 40.0]",stores,own,1.0,,1.0,none,yes,good,12/1995,yes
"Los Angeles, CA",California,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.01, 100.0)",,4.0,'female div/dep/mar',none,,car,"(20.0, 30.0]",none,rent,2.0,skilled,1.0,none,yes,good,12/1995,yes
"Cook, IL",Illinois,"(0.01, 1000.0]","(12.0, 24.0]",'no credits/all paid',business,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,1.0,'male single',none,4.0,'real estate',"(30.0, 40.0]",none,own,3.0,'unskilled resident',1.0,yes,no,good,12/1995,no
"Baltimore city, MD",Maryland,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','new car',,"[0.0, 0.01)",4<=X<7,2.0,'male single',none,2.0,'life insurance',"(30.0, 40.0]",bank,own,2.0,,1.0,none,no,bad,12/1995,no
"Wayne, MI",Michigan,"(-0.01, 0.01]","(12.0, 24.0]",'delayed previously',business,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,1.0,'male single',none,,'no known property',"(30.0, 40.0]",none,'for free',1.0,,1.0,,no,bad,12/1995,no
"Jefferson City, MO",Missouri,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',,"(1000.0, 2500.0]","[0.01, 100.0)",<1,1.0,'female div/dep/mar',guarantor,1.0,'real estate',"(40.0, 50.0]",none,,1.0,skilled,1.0,none,yes,good,12/1995,yes
"New York, NY",New York,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',,"(500.0, 1000.0]","[0.01, 100.0)",,4.0,'female div/dep/mar',none,,'life insurance',,none,own,1.0,skilled,,none,no,bad,01/1996,no
"Philadelphia, PA",Pennsylvania,"(0.01, 1000.0]","(12.0, 24.0]",'all paid',education,"(1000.0, 2500.0]","[0.01, 100.0)",4<=X<7,4.0,'female div/dep/mar',none,4.0,'no known property',"(30.0, 40.0]",bank,'for free',1.0,'unskilled resident',1.0,none,yes,good,01/1996,yes
"Harris, TX",Texas,"(-0.01, 0.01]","(24.0, 36.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,4.0,'female div/dep/mar',none,2.0,car,"(20.0, 30.0]",none,,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,01/1996,yes
"Los Angeles, CA",California,"(1000.0, 10000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",<1,4.0,,none,2.0,'life insurance',"(20.0, 30.0]",none,own,1.0,,1.0,none,yes,good,01/1996,yes
"Cook, IL",Illinois,"(-10000.0, -1000.0]","(12.0, 24.0]",'all paid',furniture/equipment,,"[500.0, 1000.0)",1<=X<4,,'male single',none,4.0,'real estate',"(20.0, 30.0]",stores,own,1.0,skilled,1.0,yes,yes,good,01/1996,yes
"Wayne, MI",Michigan,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',business,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',,2.0,'real estate',"(70.0, 80.0]",none,own,1.0,,1.0,yes,1,good,01/1996,1
"St. Louis, MO",Missouri,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid',,"(2500.0, 5000.0]","[0.0, 0.01)",,4.0,'female div/dep/mar',,4.0,'no known property',"(40.0, 50.0]",,'for free',1.0,skilled,1.0,,yes,good,01/1996,yes
"New York, NY",New York,"(-0.01, 0.01]",,'existing paid',radio/tv,,"[0.0, 0.01)",<1,4.0,'male single',none,1.0,'real estate',"(30.0, 40.0]",none,own,1.0,skilled,1.0,none,no,bad,01/1996,no
"Philadelphia, PA",Pennsylvania,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid','used car',"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'male single',none,4.0,'no known property',"(40.0, 50.0]",bank,'for free',1.0,skilled,2.0,none,no,good,01/1996,no
"Harris, TX",Texas,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid','domestic appliance',"(500.0, 1000.0]","[100.0, 500.0)",unemployed,,'female div/dep/mar',none,3.0,'life insurance',"(20.0, 30.0]",none,,1.0,skilled,1.0,none,no,good,01/1996,no
"Harris, TX",Texas,"(1000.0, 10000.0]",,'existing paid','new car',"(1000.0, 2500.0]","[100.0, 500.0)",,1.0,'female div/dep/mar',none,4.0,'no known property',,,'for free',1.0,'unskilled resident',2.0,none,yes,good,01/1996,yes
"Los Angeles, CA",California,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[7500.0, 10000.0)",<1,4.0,'female div/dep/mar',none,2.0,car,"(20.0, 30.0]",bank,,1.0,skilled,1.0,none,yes,good,01/1996,yes
"Cook, IL",Illinois,"(-10000.0, -1000.0]","(12.0, 24.0]",'all paid','used car',"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,1.0,'female div/dep/mar',guarantor,4.0,car,"(20.0, 30.0]",bank,rent,1.0,,1.0,none,no,good,01/1996,no
"St. Joseph, IN",Indiana,"(-0.01, 0.01]","(12.0, 24.0]",'delayed previously',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'female div/dep/mar',none,1.0,'real estate',,none,own,1.0,skilled,1.0,none,yes,bad,01/1996,yes
"Prince George's, MD",Maryland,"(0.01, 1000.0]","(36.0, 48.0]",'no credits/all paid',business,"(10000.0, 12500.0]","[0.0, 0.01)",1<=X<4,2.0,'male single',none,2.0,car,"(40.0, 50.0]",,own,1.0,'high qualif/self emp/mgmt',,,no,good,01/1996,no
"Wayne, MI",Michigan,"(0.01, 1000.0]","(48.0, 60.0]",'delayed previously',radio/tv,,"[0.0, 0.01)",1<=X<4,2.0,,none,2.0,'no known property',"(20.0, 30.0]",none,'for free',1.0,'high qualif/self emp/mgmt',1.0,none,1,bad,01/1996,1
"Springfield, MO",Missouri,"(-10000.0, -1000.0]","(0.0, 12.0]",'critical/other existing credit','new car',"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,1.0,,none,3.0,'real estate',"(30.0, 40.0]",none,rent,3.0,skilled,2.0,none,no,good,01/1996,no
"New York, NY",New York,"(0.01, 1000.0]","(24.0, 36.0]",'existing paid',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,,'female div/dep/mar','co applicant',4.0,car,"(20.0, 30.0]",none,rent,1.0,skilled,,none,no,good,01/1996,no
"Philadelphia, PA",Pennsylvania,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid','new car',"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,,'male div/sep',none,2.0,'real estate',"(40.0, 50.0]",none,own,1.0,'unskilled resident',1.0,none,yes,bad,01/1996,yes
"Harris, TX",Texas,"(0.01, 1000.0]","(12.0, 24.0]",'critical/other existing credit',business,"(2500.0, 5000.0]","[0.01, 100.0)",4<=X<7,2.0,'male single',none,3.0,'life insurance',"(20.0, 30.0]",,own,2.0,skilled,1.0,none,yes,good,01/1996,yes
"Los Angeles, CA",California,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',none,2.0,'life insurance',"(30.0, 40.0]",bank,own,2.0,skilled,1.0,none,no,good,01/1996,no
"Cook, IL",Illinois,"(-0.01, 0.01]","(36.0, 48.0]",'existing paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,4.0,'male div/sep',none,2.0,'real estate',"(30.0, 40.0]",bank,own,1.0,skilled,1.0,none,yes,bad,01/1996,yes
"Wayne, MI",Michigan,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,,"[0.01, 100.0)",<1,4.0,'female div/dep/mar',none,1.0,car,"(20.0, 30.0]",none,,1.0,skilled,,none,no,good,01/1996,no
"St. Louis city, MO",Missouri,"(-1000.0, -0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',none,4.0,'no known property',"(60.0, 70.0]",none,'for free',2.0,skilled,1.0,none,no,good,01/1996,no
"New York, NY",New York,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'male single',,2.0,car,"(30.0, 40.0]",none,own,1.0,skilled,1.0,none,yes,bad,01/1996,yes
"Philadelphia, PA",Pennsylvania,"(1000.0, 10000.0]","(0.0, 12.0]",,furniture/equipment,,"[0.01, 100.0)",1<=X<4,2.0,,none,2.0,'real estate',"(40.0, 50.0]",none,,1.0,skilled,1.0,,yes,bad,01/1996,yes
"Harris, TX",Texas,"(-0.01, 0.01]","(0.0, 12.0]",'all paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,2.0,'male single',none,3.0,'no known property',"(20.0, 30.0]",none,own,1.0,,1.0,none,yes,bad,01/1996,yes
"Montgomery, AL",Alabama,"(-0.01, 0.01]","(36.0, 48.0]",'critical/other existing credit',furniture/equipment,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,4.0,'male single',none,4.0,'real estate',"(30.0, 40.0]",none,own,2.0,skilled,1.0,yes,no,bad,01/1996,no
"Los Angeles, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',education,"(2500.0, 5000.0]","[0.0, 0.01)",>=7,1.0,'male single',none,4.0,'real estate',"(60.0, 70.0]",none,own,1.0,'unskilled resident',1.0,,no,bad,01/1996,no
"Cook, IL",Illinois,"(-10000.0, -1000.0]",,'existing paid',radio/tv,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,2.0,'female div/dep/mar',none,4.0,car,"(20.0, 30.0]",none,own,1.0,skilled,,none,yes,bad,01/1996,yes
"Wayne, MI",Michigan,"(-10000.0, -1000.0]","(12.0, 24.0]",'all paid',furniture/equipment,,"[0.01, 100.0)",1<=X<4,4.0,'male single',,3.0,car,"(40.0, 50.0]",,own,,skilled,1.0,none,yes,good,01/1996,yes
"Kingdom City, MO",Missouri,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid',radio/tv,,"[0.0, 0.01)",<1,4.0,'male single',none,,'life insurance',"(20.0, 30.0]",none,own,1.0,skilled,1.0,none,1,bad,02/1996,1
"New York, NY",New York,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",<1,2.0,'female div/dep/mar','co applicant',2.0,car,"(10.0, 20.0]",none,rent,2.0,skilled,1.0,none,no,good,02/1996,no
"Harris, TX",Texas,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.01, 100.0)",<1,3.0,'female div/dep/mar',none,,car,"(20.0, 30.0]",none,own,1.0,'unskilled resident',1.0,yes,yes,bad,02/1996,yes
"Los Angeles, CA",California,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',education,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'male single',none,4.0,'life insurance',"(40.0, 50.0]",bank,,3.0,skilled,2.0,yes,yes,bad,02/1996,yes
"Palm Beach, FL",Florida,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'female div/dep/mar',none,1.0,,,none,own,1.0,skilled,1.0,none,yes,bad,02/1996,yes
"Cook, IL",Illinois,"(-0.01, 0.01]","(48.0, 60.0]",'delayed previously',radio/tv,"(15000.0, 20000.0]","[0.0, 0.01)",4<=X<7,2.0,,none,4.0,,"(20.0, 30.0]",none,own,2.0,skilled,1.0,yes,no,bad,02/1996,no
"Wayne, MI",Michigan,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",<1,,'female div/dep/mar',none,3.0,car,,none,own,1.0,skilled,2.0,none,yes,bad,02/1996,yes
"New York, NY",New York,"(-1000.0, -0.01]","(36.0, 48.0]",'delayed previously',radio/tv,"(2500.0, 5000.0]","[0.01, 100.0)",4<=X<7,3.0,'male single',none,2.0,'life insurance',"(20.0, 30.0]",bank,own,2.0,skilled,2.0,yes,yes,bad,02/1996,yes
"Harris, TX",Texas,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',education,"(500.0, 1000.0]","[0.01, 100.0)",unemployed,4.0,'female div/dep/mar',none,1.0,'real estate',"(20.0, 30.0]",none,own,1.0,'unemp/unskilled non res',1.0,,yes,good,02/1996,yes
"Los Angeles, CA",California,"(0.01, 1000.0]","(12.0, 24.0]",'existing paid',repairs,"(1000.0, 2500.0]","[0.01, 100.0)",>=7,4.0,,none,4.0,car,"(30.0, 40.0]",none,own,2.0,'unskilled resident',,none,yes,good,02/1996,yes
"Cook, IL",Illinois,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',education,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',none,2.0,'life insurance',"(30.0, 40.0]",none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,02/1996,yes
"Wayne, MI",Michigan,"(-0.01, 0.01]",,'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'male mar/wid',guarantor,2.0,car,"(30.0, 40.0]",none,own,2.0,skilled,1.0,yes,no,good,02/1996,no
"New York, NY",New York,"(-10000.0, -1000.0]","(12.0, 24.0]",'critical/other existing credit',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",,4.0,'male mar/wid',none,,'life insurance',"(30.0, 40.0]",none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,02/1996,yes
"Harris, TX",Texas,"(-0.01, 0.01]","(24.0, 36.0]",'delayed previously',,"(7500.0, 10000.0]","[0.0, 0.01)",<1,4.0,'male single',none,4.0,car,"(20.0, 30.0]",none,rent,2.0,skilled,1.0,yes,yes,good,02/1996,yes
"Los Angeles, CA",California,"(-10000.0, -1000.0]","(24.0, 36.0]",,,"(2500.0, 5000.0]","[0.01, 100.0)",1<=X<4,2.0,'male div/sep',guarantor,,'real estate',"(30.0, 40.0]",none,,2.0,skilled,1.0,none,yes,good,02/1996,yes
"Cook, IL",Illinois,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,2.0,'female div/dep/mar',none,2.0,'life insurance',,none,own,1.0,skilled,1.0,,yes,good,02/1996,yes
"Wayne, MI",Michigan,"(1000.0, 10000.0]","(12.0, 24.0]",'existing paid','new car',,"[0.01, 100.0)",4<=X<7,4.0,'male single',none,3.0,'no known property',"(30.0, 40.0]",bank,'for free',,,2.0,none,no,good,02/1996,no
"New York, NY",New York,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid',education,"(500.0, 1000.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',none,4.0,,"(30.0, 40.0]",none,rent,1.0,'unskilled resident',2.0,none,no,bad,02/1996,no
"New York, NY",New York,"(-10000.0, -1000.0]","(36.0, 48.0]",'existing paid',education,"(5000.0, 7500.0]","[0.01, 100.0)",4<=X<7,4.0,'male single',none,1.0,'no known property',"(40.0, 50.0]",none,'for free',1.0,,1.0,yes,yes,good,02/1996,yes
"Lucas, OH",Ohio,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,4.0,'male single',none,2.0,'life insurance',"(30.0, 40.0]",none,own,1.0,'unskilled resident',1.0,none,no,bad,02/1996,no
"Harris, TX",Texas,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',,"(1000.0, 2500.0]","[0.01, 100.0)",>=7,4.0,'male single','co applicant',1.0,'real estate',"(40.0, 50.0]",none,own,1.0,skilled,1.0,none,yes,good,02/1996,yes
"Los Angeles, CA",California,"(0.01, 1000.0]","(24.0, 36.0]",'delayed previously','new car',"(7500.0, 10000.0]","[100.0, 500.0)",>=7,,'male single',none,4.0,car,"(40.0, 50.0]",none,own,4.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,02/1996,yes
"Cook, IL",Illinois,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit','used car',"(1000.0, 2500.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',,3.0,car,"(30.0, 40.0]",none,,2.0,,1.0,yes,no,good,02/1996,no
"Wayne, MI",Michigan,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',,"(2500.0, 5000.0]","[0.0, 0.01)",unemployed,1.0,'male single',none,4.0,'no known property',,none,'for free',1.0,skilled,1.0,none,yes,good,02/1996,yes
"Wayne, MI",Michigan,"(0.01, 1000.0]","(0.0, 12.0]",'existing paid','new car',"(500.0, 1000.0]","[0.01, 100.0)",>=7,4.0,'male single',none,4.0,car,"(40.0, 50.0]",bank,own,1.0,'unskilled resident',2.0,none,yes,good,02/1996,yes
"New York, NY",New York,"(-0.01, 0.01]","(36.0, 48.0]",'existing paid',,"(10000.0, 12500.0]","[0.0, 0.01)",4<=X<7,4.0,'male single',none,3.0,car,"(30.0, 40.0]",stores,own,1.0,skilled,1.0,yes,1,good,02/1996,1
"New York, NY",New York,"(0.01, 1000.0]","(24.0, 36.0]",,business,"(2500.0, 5000.0]","[0.01, 100.0)",,2.0,'female div/dep/mar',,1.0,car,"(20.0, 30.0]",none,own,2.0,skilled,,none,yes,bad,02/1996,yes
"Lucas, OH",Ohio,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',furniture/equipment,"(5000.0, 7500.0]","[0.0, 0.01)",>=7,2.0,'male single',none,1.0,'no known property',"(40.0, 50.0]",none,own,1.0,skilled,1.0,yes,no,good,02/1996,no
"Harris, TX",Texas,"(1000.0, 10000.0]","(0.0, 12.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",1<=X<4,3.0,'male mar/wid',none,4.0,'real estate',"(20.0, 30.0]",none,rent,1.0,skilled,1.0,none,yes,good,02/1996,yes
"Los Angeles, CA",California,"(-10000.0, -1000.0]","(0.0, 12.0]",'existing paid','new car',"(500.0, 1000.0]","[0.0, 0.01)",1<=X<4,4.0,'male mar/wid',none,2.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,,no,good,03/1996,no
"Cook, IL",Illinois,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',furniture/equipment,"(1000.0, 2500.0]","[0.0, 0.01)",>=7,4.0,'male single',none,2.0,,,none,own,2.0,skilled,1.0,none,no,bad,03/1996,no
"Wayne, MI",Michigan,"(0.01, 1000.0]","(0.0, 12.0]",'delayed previously',furniture/equipment,"(1000.0, 2500.0]","[0.01, 100.0)",unemployed,4.0,'male single',none,1.0,'life insurance',"(30.0, 40.0]",stores,own,2.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,03/1996,no
"Harris, TX",Texas,"(1000.0, 10000.0]","(0.0, 12.0]",'critical/other existing credit',education,,"[0.01, 100.0)",1<=X<4,2.0,'female div/dep/mar',none,,'life insurance',"(40.0, 50.0]",none,own,1.0,'unskilled resident',1.0,none,yes,good,03/1996,yes
"Cook, IL",Illinois,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',other,,"[0.0, 0.01)",unemployed,4.0,'male single','co applicant',,'no known property',,bank,own,,'high qualif/self emp/mgmt',1.0,yes,yes,bad,03/1996,yes
"Wayne, MI",Michigan,"(0.01, 1000.0]","(24.0, 36.0]",'all paid',furniture/equipment,"(2500.0, 5000.0]","[7500.0, 10000.0)",1<=X<4,4.0,'male single',none,2.0,,"(30.0, 40.0]",stores,own,1.0,skilled,2.0,yes,no,good,03/1996,no
"Harris, TX",Texas,"(-0.01, 0.01]","(36.0, 48.0]",'all paid',business,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,1.0,'female div/dep/mar',none,,'real estate',,stores,own,1.0,skilled,1.0,none,yes,good,03/1996,yes
"Blount, AL",Alabama,"(-1000.0, -0.01]","(0.0, 12.0]",'critical/other existing credit','new car',"(2500.0, 5000.0]","[0.01, 100.0)",>=7,3.0,'male single','co applicant',4.0,'life insurance',"(40.0, 50.0]",none,rent,,skilled,1.0,yes,1,bad,03/1996,1
"Cook, IL",Illinois,"(1000.0, 10000.0]","(24.0, 36.0]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[0.01, 100.0)",>=7,,'male single',,4.0,'life insurance',"(40.0, 50.0]",none,own,1.0,skilled,1.0,none,no,bad,03/1996,no
"Wayne, MI",Michigan,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',business,"(2500.0, 5000.0]","[0.0, 0.01)",1<=X<4,3.0,'male single',none,3.0,'life insurance',"(20.0, 30.0]",none,own,,'unskilled resident',1.0,yes,no,bad,03/1996,no
"Harris, TX",Texas,"(-0.01, 0.01]","(24.0, 36.0]",'existing paid',business,"(5000.0, 7500.0]","[0.0, 0.01)",4<=X<7,,'male single',,,car,,none,own,2.0,skilled,1.0,,yes,bad,03/1996,yes
"Cook, IL",Illinois,"(-0.01, 0.01]","(48.0, 60.0]",'existing paid','new car',"(10000.0, 12500.0]","[0.0, 0.01)",>=7,2.0,'male single',none,4.0,'life insurance',"(40.0, 50.0]",none,own,1.0,,1.0,yes,no,good,03/1996,no
"Harris, TX",Texas,"(-0.01, 0.01]","(0.0, 12.0]",'critical/other existing credit','new car',"(1000.0, 2500.0]","[0.0, 0.01)",1<=X<4,1.0,'male mar/wid',none,2.0,car,"(20.0, 30.0]",,own,,skilled,1.0,none,no,bad,03/1996,no
"Cook, IL",Illinois,"(-0.01, 0.01]","(12.0, 24.0]",'delayed previously',business,"(2500.0, 5000.0]","[0.0, 0.01)",<1,4.0,'male single',none,2.0,,"(40.0, 50.0]",bank,own,1.0,'unskilled resident',,,no,bad,03/1996,no
"Harris, TX",Texas,"(-0.01, 0.01]","(24.0, 36.0]",'critical/other existing credit',radio/tv,"(2500.0, 5000.0]","[0.0, 0.01)",,4.0,'female div/dep/mar',none,4.0,car,"(20.0, 30.0]",none,,1.0,'high qualif/self emp/mgmt',1.0,yes,1,bad,03/1996,1
"Hale, AL",Alabama,"(-0.01, 0.01]","(12.0, 24.0]",'critical/other existing credit',furniture/equipment,"(5000.0, 7500.0]","[0.0, 0.01)",>=7,4.0,,none,4.0,car,"(30.0, 40.0]",none,own,1.0,skilled,,yes,yes,good,03/1996,yes
"Lauderdale, AL",Alabama,"(0.01, 1000.0]","(60.0, 72.0]",'existing paid',radio/tv,"(5000.0, 7500.0]","[100.0, 500.0)",1<=X<4,2.0,'male mar/wid',none,2.0,car,"(20.0, 30.0]",none,own,1.0,skilled,1.0,none,1,good,03/1996,1
"Lee, AL",Alabama,"(-10000.0, -1000.0]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.01, 100.0)",,4.0,'male single',none,4.0,'real estate',"(60.0, 70.0]",bank,rent,,'unskilled resident',1.0,none,1,good,03/1996,1
"Madison, AL",Alabama,"(-0.01, 0.01]","(12.0, 24.0]",'existing paid',radio/tv,"(1000.0, 2500.0]","[0.0, 0.01)",<1,3.0,'female div/dep/mar',none,1.0,,,none,own,1.0,skilled,1.0,,1,good,03/1996,1
"Monroe, AL",Alabama,"(-0.01, 0.01]","(0.0, 12.0]",'existing paid',education,"(1000.0, 2500.0]","[0.0, 0.01)",<1,1.0,'female div/dep/mar',none,2.0,'no known property',"(50.0, 60.0]",none,own,1.0,,1.0,none,yes,good,03/1996,yes
