state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
Pennsylvania,'(-5000.0, -2500.0]','(0.0, 12.0]','critical/other existing credit',radio/tv,?,'[0.0, 0.01)',>=7,?,'male single',none,4,'real estate','(60.0, 70.0]',none,own,2,skilled,1,yes,no,bad,05/1994,no
Pennsylvania,'(5000.0, 7500.0]','(0.0, 12.0]',?,furniture/equipment,?,'[20.0, 50.0)',1<=X<4,2,?,none,2,'real estate','(40.0, 50.0]',none,?,1,skilled,1,?,yes,bad,01/1996,yes
Texas,'(-0.01, 0.01]','(0.0, 12.0]','all paid','new car','(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,2,'male single',none,3,'no known property','(20.0, 30.0]',none,own,1,?,1,none,yes,bad,01/1996,yes
Alabama,'(-0.01, 0.01]','(36.0, 48.0]','critical/other existing credit',furniture/equipment,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,4,'male single',none,4,'real estate','(30.0, 40.0]',none,own,2,skilled,1,yes,no,bad,01/1996,no
California,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',education,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,1,'male single',none,4,'real estate','(60.0, 70.0]',none,own,1,'unskilled resident',1,?,no,bad,01/1996,no
Illinois,'(-2500.0, -1000.0]',?,'existing paid',radio/tv,'(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,2,'female div/dep/mar',none,4,car,'(20.0, 30.0]',none,own,1,skilled,?,none,yes,bad,01/1996,yes
Michigan,'(-7500.0, -5000.0]','(12.0, 24.0]','all paid',furniture/equipment,?,'[50.0, 100.0)',1<=X<4,4,'male single',?,3,car,'(40.0, 50.0]',?,own,?,skilled,1,none,yes,good,01/1996,yes
Missouri,'(20.0, 50.0]','(12.0, 24.0]','existing paid',radio/tv,?,'[0.0, 0.01)',<1,4,'male single',none,?,'life insurance','(20.0, 30.0]',none,own,1,skilled,1,none,yes,bad,02/1996,yes
'New York','(-0.01, 0.01]','(0.0, 12.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',<1,2,'female div/dep/mar','co applicant',2,car,'(10.0, 20.0]',none,rent,2,skilled,1,none,no,good,02/1996,no
Texas,'(100.0, 500.0]','(12.0, 24.0]','existing paid','new car','(1000.0, 2500.0]','[20.0, 50.0)',<1,3,'female div/dep/mar',none,?,car,'(20.0, 30.0]',none,own,1,'unskilled resident',1,yes,yes,bad,02/1996,yes
California,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',education,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'male single',none,4,'life insurance','(40.0, 50.0]',bank,?,3,skilled,2,yes,yes,bad,02/1996,yes
Florida,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'female div/dep/mar',none,1,?,?,none,own,1,skilled,1,none,yes,bad,02/1996,yes
Illinois,'(-0.01, 0.01]','(48.0, 60.0]','delayed previously',radio/tv,'(15000.0, 20000.0]','[0.0, 0.01)',4<=X<7,2,?,none,4,?,'(20.0, 30.0]',none,own,2,skilled,1,yes,no,bad,02/1996,no
Michigan,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',<1,?,'female div/dep/mar',none,3,car,?,none,own,1,skilled,2,none,yes,bad,02/1996,yes
'New York','(-1000.0, -500.0]','(36.0, 48.0]','delayed previously',radio/tv,'(2500.0, 5000.0]','[50.0, 100.0)',4<=X<7,3,'male single',none,2,'life insurance','(20.0, 30.0]',bank,own,2,skilled,2,yes,yes,bad,02/1996,yes
Texas,'(-2500.0, -1000.0]','(12.0, 24.0]','existing paid',education,'(500.0, 1000.0]','[50.0, 100.0)',unemployed,4,'female div/dep/mar',none,1,'real estate','(20.0, 30.0]',none,own,1,'unemp/unskilled non res',1,?,yes,good,02/1996,yes
California,'(50.0, 100.0]','(12.0, 24.0]','existing paid',repairs,'(1000.0, 2500.0]','[50.0, 100.0)',>=7,4,?,none,4,car,'(30.0, 40.0]',none,own,2,'unskilled resident',?,none,yes,good,02/1996,yes
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',education,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,3,'male single',none,2,'life insurance','(30.0, 40.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good,02/1996,yes
Michigan,'(-0.01, 0.01]',?,'critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male mar/wid',guarantor,2,car,'(30.0, 40.0]',none,own,2,skilled,1,yes,no,good,02/1996,no
'New York','(-5000.0, -2500.0]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',?,4,'male mar/wid',none,?,'life insurance','(30.0, 40.0]',none,own,2,'high qualif/self emp/mgmt',1,yes,yes,bad,02/1996,yes
Texas,'(-0.01, 0.01]','(24.0, 36.0]','delayed previously',?,'(7500.0, 10000.0]','[0.0, 0.01)',<1,4,'male single',none,4,car,'(20.0, 30.0]',none,rent,2,skilled,1,yes,yes,good,02/1996,yes
California,'(-10000.0, -7500.0]','(24.0, 36.0]',?,?,'(2500.0, 5000.0]','[50.0, 100.0)',1<=X<4,2,'male div/sep',guarantor,?,'real estate','(30.0, 40.0]',none,?,2,skilled,1,none,yes,good,02/1996,yes
Illinois,'(-0.01, 0.01]','(0.0, 12.0]','existing paid','new car','(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,2,'female div/dep/mar',none,2,'life insurance',?,none,own,1,skilled,1,?,yes,good,02/1996,yes
Michigan,'(5000.0, 7500.0]','(12.0, 24.0]','existing paid','new car',?,'[50.0, 100.0)',4<=X<7,4,'male single',none,3,'no known property','(30.0, 40.0]',bank,'for free',?,?,2,none,no,good,02/1996,no
'New York','(-10000.0, -7500.0]','(0.0, 12.0]','existing paid',education,'(500.0, 1000.0]','[50.0, 100.0)',1<=X<4,4,'male single',none,4,?,'(30.0, 40.0]',none,rent,1,'unskilled resident',2,none,no,bad,02/1996,no
'New York','(-2500.0, -1000.0]','(36.0, 48.0]','existing paid',education,'(5000.0, 7500.0]','[20.0, 50.0)',4<=X<7,4,'male single',none,1,'no known property','(40.0, 50.0]',none,'for free',1,?,1,yes,yes,good,02/1996,yes
Ohio,'(50.0, 100.0]','(0.0, 12.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[50.0, 100.0)',1<=X<4,4,'male single',none,2,'life insurance','(30.0, 40.0]',none,own,1,'unskilled resident',1,none,no,bad,02/1996,no
Texas,'(-7500.0, -5000.0]','(12.0, 24.0]','existing paid',?,'(1000.0, 2500.0]','[50.0, 100.0)',>=7,4,'male single','co applicant',1,'real estate','(40.0, 50.0]',none,own,1,skilled,1,none,yes,good,02/1996,yes
California,'(50.0, 100.0]','(24.0, 36.0]','delayed previously','new car','(7500.0, 10000.0]','[100.0, 500.0)',>=7,?,'male single',none,4,car,'(40.0, 50.0]',none,own,4,'high qualif/self emp/mgmt',1,yes,yes,bad,02/1996,yes
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit','used car','(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',?,3,car,'(30.0, 40.0]',none,?,2,?,1,yes,no,good,02/1996,no
Michigan,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',?,'(2500.0, 5000.0]','[0.0, 0.01)',unemployed,1,'male single',none,4,'no known property',?,none,'for free',1,skilled,1,none,yes,good,02/1996,yes
Michigan,'(50.0, 100.0]','(0.0, 12.0]','existing paid','new car','(500.0, 1000.0]','[0.01, 20.0)',>=7,4,'male single',none,4,car,'(40.0, 50.0]',bank,own,1,'unskilled resident',2,none,yes,good,02/1996,yes
'New York','(-0.01, 0.01]','(36.0, 48.0]','existing paid',?,'(10000.0, 12500.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,3,car,'(30.0, 40.0]',stores,own,1,skilled,1,yes,yes,good,02/1996,yes
'New York','(20.0, 50.0]','(24.0, 36.0]',?,business,'(2500.0, 5000.0]','[50.0, 100.0)',?,2,'female div/dep/mar',?,1,car,'(20.0, 30.0]',none,own,2,skilled,?,none,yes,bad,02/1996,yes
Ohio,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',furniture/equipment,'(5000.0, 7500.0]','[0.0, 0.01)',>=7,2,'male single',none,1,'no known property','(40.0, 50.0]',none,own,1,skilled,1,yes,no,good,02/1996,no
Texas,'(5000.0, 7500.0]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.01, 20.0)',1<=X<4,3,'male mar/wid',none,4,'real estate','(20.0, 30.0]',none,rent,1,skilled,1,none,yes,good,02/1996,yes
California,'(-7500.0, -5000.0]','(0.0, 12.0]','existing paid','new car','(500.0, 1000.0]','[0.0, 0.01)',1<=X<4,4,'male mar/wid',none,2,car,'(20.0, 30.0]',none,own,1,skilled,1,?,no,good,03/1996,no
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'male single',none,2,?,?,none,own,2,skilled,1,none,no,bad,03/1996,no
Michigan,'(100.0, 500.0]','(0.0, 12.0]','delayed previously',furniture/equipment,'(1000.0, 2500.0]','[50.0, 100.0)',unemployed,4,'male single',none,1,'life insurance','(30.0, 40.0]',stores,own,2,'high qualif/self emp/mgmt',1,yes,no,bad,03/1996,no
Texas,'(2500.0, 5000.0]','(0.0, 12.0]','critical/other existing credit',education,?,'[0.01, 20.0)',1<=X<4,2,'female div/dep/mar',none,?,'life insurance','(40.0, 50.0]',none,own,1,'unskilled resident',1,none,yes,good,03/1996,yes
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',other,?,'[0.0, 0.01)',unemployed,4,'male single','co applicant',?,'no known property',?,bank,own,?,'high qualif/self emp/mgmt',1,yes,yes,bad,03/1996,yes
Michigan,'(100.0, 500.0]','(24.0, 36.0]','all paid',furniture/equipment,'(2500.0, 5000.0]','[7500.0, 10000.0)',1<=X<4,4,'male single',none,2,?,'(30.0, 40.0]',stores,own,1,skilled,2,yes,no,good,03/1996,no
Texas,'(-0.01, 0.01]','(36.0, 48.0]','all paid',business,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,1,'female div/dep/mar',none,?,'real estate',?,stores,own,1,skilled,1,none,yes,good,03/1996,yes
Alabama,'(-1000.0, -500.0]','(0.0, 12.0]','critical/other existing credit','new car','(2500.0, 5000.0]','[0.01, 20.0)',>=7,3,'male single','co applicant',4,'life insurance','(40.0, 50.0]',none,rent,?,skilled,1,yes,yes,bad,03/1996,yes
Illinois,'(5000.0, 7500.0]','(24.0, 36.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[0.01, 20.0)',>=7,?,'male single',?,4,'life insurance','(40.0, 50.0]',none,own,1,skilled,1,none,no,bad,03/1996,no
Michigan,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',business,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,3,'male single',none,3,'life insurance','(20.0, 30.0]',none,own,?,'unskilled resident',1,yes,no,bad,03/1996,no
Texas,'(-0.01, 0.01]','(24.0, 36.0]','existing paid',business,'(5000.0, 7500.0]','[0.0, 0.01)',4<=X<7,?,'male single',?,?,car,?,none,own,2,skilled,1,?,yes,bad,03/1996,yes
Illinois,'(-0.01, 0.01]','(48.0, 60.0]','existing paid','new car','(10000.0, 12500.0]','[0.0, 0.01)',>=7,2,'male single',none,4,'life insurance','(40.0, 50.0]',none,own,1,?,1,yes,no,good,03/1996,no
Texas,'(-0.01, 0.01]','(0.0, 12.0]','critical/other existing credit','new car','(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,1,'male mar/wid',none,2,car,'(20.0, 30.0]',?,own,?,skilled,1,none,no,bad,03/1996,no
Illinois,'(-0.01, 0.01]','(12.0, 24.0]','delayed previously',business,'(2500.0, 5000.0]','[0.0, 0.01)',<1,4,'male single',none,2,?,'(40.0, 50.0]',bank,own,1,'unskilled resident',?,?,no,bad,03/1996,no
Texas,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',?,4,'female div/dep/mar',none,4,car,'(20.0, 30.0]',none,?,1,'high qualif/self emp/mgmt',1,yes,yes,bad,03/1996,yes
Alabama,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',furniture/equipment,'(5000.0, 7500.0]','[0.0, 0.01)',>=7,4,?,none,4,car,'(30.0, 40.0]',none,own,1,skilled,?,yes,yes,good,03/1996,yes
Alabama,'(20.0, 50.0]','(60.0, 72.0]','existing paid',radio/tv,'(5000.0, 7500.0]','[100.0, 500.0)',1<=X<4,2,'male mar/wid',none,2,car,'(20.0, 30.0]',none,own,1,skilled,1,none,yes,good,03/1996,yes
Alabama,'(-7500.0, -5000.0]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',?,4,'male single',none,4,'real estate','(60.0, 70.0]',bank,rent,?,'unskilled resident',1,none,yes,good,03/1996,yes
Alabama,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',<1,3,'female div/dep/mar',none,1,?,?,none,own,1,skilled,1,?,yes,good,03/1996,yes
Alabama,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',education,'(1000.0, 2500.0]','[0.0, 0.01)',<1,1,'female div/dep/mar',none,2,'no known property','(50.0, 60.0]',none,own,1,?,1,none,yes,good,03/1996,yes
Alabama,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,'male single',?,4,'no known property','(30.0, 40.0]',none,'for free',1,skilled,1,?,yes,good,03/1996,yes
Alabama,'(-0.01, 0.01]','(12.0, 24.0]','delayed previously',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',?,?,'male mar/wid',none,3,'real estate','(30.0, 40.0]',bank,own,2,skilled,1,none,no,bad,03/1996,no
Alabama,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(5000.0, 7500.0]','[0.0, 0.01)',<1,?,'male mar/wid',?,3,?,'(40.0, 50.0]',none,'for free',3,skilled,1,yes,no,bad,03/1996,no
Alabama,'(100.0, 500.0]','(24.0, 36.0]',?,business,'(7500.0, 10000.0]','[100.0, 500.0)',4<=X<7,1,'male single',none,3,'life insurance','(30.0, 40.0]',?,own,2,'unskilled resident',2,yes,no,good,03/1996,no
Alabama,'(-0.01, 0.01]','(48.0, 60.0]','existing paid','new car','(5000.0, 7500.0]','[0.0, 0.01)',1<=X<4,4,'male single',?,4,'no known property','(30.0, 40.0]',none,'for free',1,skilled,?,yes,yes,bad,03/1996,yes
Alabama,'(2500.0, 5000.0]','(0.0, 12.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,2,'life insurance','(20.0, 30.0]',none,?,2,skilled,1,yes,yes,bad,03/1996,yes
Alabama,'(100.0, 500.0]','(24.0, 36.0]','delayed previously','new car','(2500.0, 5000.0]','[100.0, 500.0)',>=7,4,'male single',none,3,'no known property','(20.0, 30.0]',none,'for free',1,skilled,?,none,yes,good,03/1996,yes
Alabama,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,3,?,'co applicant',4,?,'(30.0, 40.0]',none,own,1,skilled,1,?,no,good,03/1996,no
Arkansas,'(-1000.0, -500.0]','(0.0, 12.0]','existing paid','new car','(2500.0, 5000.0]','[2500.0, 5000.0)',1<=X<4,1,'male single',none,3,'life insurance','(30.0, 40.0]',none,own,1,?,2,none,no,good,03/1996,no
Arkansas,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',furniture/equipment,'(500.0, 1000.0]','[0.0, 0.01)',1<=X<4,2,'male div/sep',none,3,'life insurance','(20.0, 30.0]',none,?,2,skilled,1,none,yes,good,03/1996,yes
Arkansas,'(50.0, 100.0]','(12.0, 24.0]','existing paid',repairs,'(2500.0, 5000.0]','[100.0, 500.0)',1<=X<4,?,'female div/dep/mar',none,2,'real estate','(20.0, 30.0]',none,own,1,?,1,none,yes,good,03/1996,yes
Arkansas,'(50.0, 100.0]','(12.0, 24.0]','existing paid',radio/tv,'(2500.0, 5000.0]','[100.0, 500.0)',<1,2,'male single',none,1,car,'(20.0, 30.0]',none,own,1,?,1,none,no,good,04/1996,no
Arkansas,'(-2500.0, -1000.0]','(0.0, 12.0]','critical/other existing credit','new car','(2500.0, 5000.0]','[0.0, 0.01)',<1,1,'male single',?,3,'real estate','(40.0, 50.0]',none,own,2,'unskilled resident',2,none,no,good,04/1996,no
Arkansas,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',none,2,car,'(20.0, 30.0]',none,own,1,skilled,1,yes,no,good,04/1996,no
Arkansas,'(-0.01, 0.01]','(0.0, 12.0]','existing paid','used car',?,'[0.0, 0.01)',1<=X<4,2,'male single',none,4,'life insurance','(40.0, 50.0]',none,rent,1,skilled,1,none,yes,good,04/1996,yes
Arkansas,'(20.0, 50.0]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',4<=X<7,4,'male single',guarantor,3,'real estate',?,none,own,2,skilled,1,?,no,bad,04/1996,no
Arkansas,'(-0.01, 0.01]',?,'critical/other existing credit','new car','(500.0, 1000.0]','[0.0, 0.01)',?,?,'female div/dep/mar',none,2,'life insurance','(30.0, 40.0]',?,?,1,'unemp/unskilled non res',1,?,no,good,04/1996,no
Arkansas,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,?,'[0.0, 0.01)',?,4,?,none,2,car,'(20.0, 30.0]',none,own,2,?,?,none,yes,good,04/1996,yes
Arkansas,'(2500.0, 5000.0]','(12.0, 24.0]',?,education,'(1000.0, 2500.0]','[50.0, 100.0)',?,4,'male single',none,?,car,'(30.0, 40.0]',none,rent,1,'high qualif/self emp/mgmt',1,?,yes,good,04/1996,yes
Arkansas,'(-0.01, 0.01]','(0.0, 12.0]','existing paid',furniture/equipment,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,?,'female div/dep/mar',none,4,car,'(20.0, 30.0]',none,rent,1,'unskilled resident',1,none,yes,good,04/1996,yes
Arizona,'(-0.01, 0.01]','(36.0, 48.0]','critical/other existing credit','used car','(5000.0, 7500.0]','[0.0, 0.01)',>=7,4,'male single',none,4,'no known property','(40.0, 50.0]',none,'for free',2,skilled,1,yes,no,good,04/1996,no
Arizona,'(1000.0, 2500.0]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[100.0, 500.0)',>=7,4,'female div/dep/mar',none,2,'no known property','(40.0, 50.0]',none,'for free',1,skilled,1,yes,yes,good,04/1996,yes
Arizona,'(100.0, 500.0]','(24.0, 36.0]','delayed previously',business,'(2500.0, 5000.0]','[100.0, 500.0)',>=7,4,'male single',none,2,'life insurance','(40.0, 50.0]',stores,own,2,skilled,?,none,no,bad,04/1996,no
Arizona,'(100.0, 500.0]','(24.0, 36.0]','existing paid',business,'(2500.0, 5000.0]','[50.0, 100.0)',<1,4,'female div/dep/mar',none,1,'life insurance','(30.0, 40.0]',?,own,1,skilled,2,yes,yes,bad,04/1996,yes
Arizona,'(-0.01, 0.01]','(12.0, 24.0]','existing paid','new car','(5000.0, 7500.0]','[0.0, 0.01)',>=7,1,'female div/dep/mar',none,4,?,?,none,'for free',1,skilled,1,none,yes,good,04/1996,yes
Arizona,'(20.0, 50.0]','(36.0, 48.0]','existing paid','new car',?,'[100.0, 500.0)',4<=X<7,?,'male single',none,2,'life insurance','(20.0, 30.0]',none,own,1,skilled,1,none,yes,bad,04/1996,yes
Arizona,'(100.0, 500.0]',?,'no credits/all paid',?,'(2500.0, 5000.0]','[0.01, 20.0)',<1,4,'female div/dep/mar',none,3,'life insurance','(20.0, 30.0]',none,rent,2,skilled,1,none,no,good,04/1996,no
Arizona,'(50.0, 100.0]','(0.0, 12.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[20.0, 50.0)',>=7,4,'female div/dep/mar',none,4,'real estate','(20.0, 30.0]',none,own,1,skilled,1,none,yes,bad,04/1996,yes
Arizona,'(-0.01, 0.01]',?,'existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,2,'male single',none,2,'real estate','(30.0, 40.0]',?,?,1,'unskilled resident',2,none,no,good,04/1996,no
Arizona,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(500.0, 1000.0]','[0.0, 0.01)',>=7,4,'male single',none,3,'life insurance',?,bank,own,2,'high qualif/self emp/mgmt',1,yes,no,good,04/1996,no
California,'(-0.01, 0.01]','(0.0, 12.0]','all paid',education,'(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'female div/dep/mar',none,4,'no known property','(30.0, 40.0]',none,'for free',1,skilled,1,none,yes,bad,04/1996,yes
California,'(-0.01, 0.01]','(12.0, 24.0]','existing paid','used car','(1000.0, 2500.0]','[0.0, 0.01)',>=7,4,'male single',none,4,'real estate','(40.0, 50.0]',none,own,1,'high qualif/self emp/mgmt',1,yes,no,bad,04/1996,no
California,'(-10000.0, -7500.0]','(0.0, 12.0]','critical/other existing credit',?,'(1000.0, 2500.0]','[50.0, 100.0)',?,4,'male single',none,4,'real estate','(20.0, 30.0]',none,own,2,'unskilled resident',1,?,no,good,04/1996,no
California,'(100.0, 500.0]','(48.0, 60.0]','existing paid','new car','(12500.0, 15000.0]','[0.01, 20.0)',4<=X<7,4,'male single',none,2,'no known property','(20.0, 30.0]',none,own,1,'high qualif/self emp/mgmt',1,?,yes,good,04/1996,yes
California,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit','used car','(7500.0, 10000.0]','[0.0, 0.01)',>=7,1,'male single',none,4,car,'(60.0, 70.0]',none,own,?,skilled,1,none,no,bad,04/1996,no
California,'(-0.01, 0.01]','(24.0, 36.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',>=7,3,'male single',?,2,car,'(30.0, 40.0]',none,?,2,skilled,2,yes,no,good,04/1996,no
California,'(-0.01, 0.01]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,4,?,?,2,?,'(30.0, 40.0]',none,'for free',1,'high qualif/self emp/mgmt',1,yes,no,good,04/1996,no
California,'(7500.0, 10000.0]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(2500.0, 5000.0]','[0.0, 0.01)',1<=X<4,?,'male single',none,2,?,?,none,own,2,skilled,1,yes,no,bad,04/1996,no
California,'(100.0, 500.0]','(12.0, 24.0]','no credits/all paid','used car','(5000.0, 7500.0]','[100.0, 500.0)',>=7,?,'male mar/wid',none,?,car,'(30.0, 40.0]',bank,own,2,skilled,1,?,yes,bad,04/1996,yes
California,'(7500.0, 10000.0]','(0.0, 12.0]','no credits/all paid',radio/tv,'(1000.0, 2500.0]','[50.0, 100.0)',?,4,'male single',none,2,car,'(30.0, 40.0]',none,?,2,'high qualif/self emp/mgmt',1,yes,no,bad,04/1996,no
California,'(-0.01, 0.01]','(0.0, 12.0]','all paid',?,'(200.0, 500.0]','[0.0, 0.01)',<1,?,'female div/dep/mar',none,2,'life insurance','(20.0, 30.0]',bank,rent,1,skilled,2,none,no,bad,04/1996,no
California,'(-7500.0, -5000.0]','(0.0, 12.0]',?,'new car','(1000.0, 2500.0]','[0.01, 20.0)',?,?,'female div/dep/mar',none,2,?,'(20.0, 30.0]',none,own,1,?,1,none,yes,good,05/1996,yes
California,'(100.0, 500.0]',?,'existing paid',radio/tv,'(500.0, 1000.0]','[500.0, 1000.0)',1<=X<4,4,'female div/dep/mar',none,3,'real estate','(60.0, 70.0]',none,own,1,'unskilled resident',?,none,no,good,05/1996,no
California,'(-0.01, 0.01]','(24.0, 36.0]','existing paid','new car','(2500.0, 5000.0]','[0.0, 0.01)',?,3,'female div/dep/mar',none,3,'real estate','(20.0, 30.0]',none,?,1,skilled,1,?,no,bad,05/1996,no
California,'(-0.01, 0.01]','(0.0, 12.0]',?,'new car','(200.0, 500.0]','[0.0, 0.01)',1<=X<4,?,'female div/dep/mar',none,2,'real estate',?,bank,own,2,'unskilled resident',?,none,yes,good,05/1996,yes
California,'(-0.01, 0.01]','(12.0, 24.0]','critical/other existing credit',radio/tv,'(1000.0, 2500.0]','[0.0, 0.01)',1<=X<4,2,'male mar/wid',none,2,'life insurance','(40.0, 50.0]',none,own,2,'unskilled resident',?,none,yes,good,05/1996,yes
California,'(-2500.0, -1000.0]','(12.0, 24.0]','existing paid',radio/tv,'(1000.0, 2500.0]','[20.0, 50.0)',1<=X<4,4,'female div/dep/mar',none,?,car,'(20.0, 30.0]',bank,rent,?,skilled,1,none,yes,bad,05/1996,yes
California,'(50.0, 100.0]','(36.0, 48.0]','all paid',business,'(5000.0, 7500.0]','[50.0, 100.0)',>=7,?,'female div/dep/mar',none,3,'no known property',?,none,rent,?,skilled,1,none,yes,good,05/1996,yes
California,'(2500.0, 5000.0]','(12.0, 24.0]','critical/other existing credit',?,'(1000.0, 2500.0]','[2500.0, 5000.0)',?,2,'male div/sep',none,4,'real estate','(30.0, 40.0]',none,own,2,skilled,1,yes,no,good,05/1996,no
California,'(20.0, 50.0]','(12.0, 24.0]','delayed previously',radio/tv,'(5000.0, 7500.0]','[0.0, 0.01)',<1,1,'male single',none,2,car,'(30.0, 40.0]',none,own,1,skilled,1,none,yes,good,05/1996,yes
California,'(-2500.0, -1000.0]',?,?,radio/tv,'(1000.0, 2500.0]','[20.0, 50.0)',1<=X<4,2,'male single',none,4,'real estate',?,none,rent,1,'unskilled resident',2,none,yes,bad,05/1996,yes
