,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,application_date,works_outside_US
874,Illinois,-7372.45,12.0,'existing paid',furniture/equipment,,0.0,1<=X<4,2.0,'male single','co applicant',2.0,'life insurance',29.0,none,own,1.0,'unskilled resident',2.0,none,yes,bad,09/1996,yes
875,Illinois,51.27,11.0,'critical/other existing credit','new car',1322.0,7453.33,1<=X<4,4.0,'female div/dep/mar',none,,car,40.0,none,,2.0,skilled,1.0,none,no,good,10/1996,no
876,Illinois,-974.0,18.0,'all paid',radio/tv,1940.0,65.2,<1,3.0,'male single','co applicant',4.0,'no known property',36.0,bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,10/1996,no
877,Illinois,0.0,36.0,'existing paid',radio/tv,3595.0,0.0,>=7,4.0,'male single',none,2.0,car,28.0,none,own,1.0,skilled,1.0,none,no,good,10/1996,no
878,Illinois,-8311.39,9.0,'existing paid','new car',1422.0,84.41,<1,3.0,'male single',none,2.0,'no known property',27.0,none,'for free',,,1.0,yes,yes,good,10/1996,yes
879,Illinois,0.0,30.0,'critical/other existing credit',radio/tv,,0.0,4<=X<7,2.0,'male single',none,3.0,'life insurance',36.0,none,own,2.0,skilled,1.0,none,no,good,10/1996,no
880,Illinois,0.0,24.0,'existing paid','used car',7814.0,0.0,4<=X<7,3.0,'male single',none,3.0,car,38.0,none,own,1.0,,1.0,yes,yes,good,10/1996,yes
881,Illinois,0.0,24.0,'existing paid','used car',9277.0,0.0,1<=X<4,2.0,'male div/sep',none,4.0,'no known property',48.0,none,'for free',1.0,skilled,1.0,yes,yes,good,10/1996,yes
882,Illinois,0.0,30.0,'critical/other existing credit','new car',2181.0,0.0,>=7,4.0,'male single',none,4.0,'real estate',36.0,none,own,2.0,skilled,1.0,,no,bad,10/1996,no
883,Illinois,0.0,18.0,'critical/other existing credit',radio/tv,1098.0,0.0,unemployed,4.0,'female div/dep/mar',none,4.0,car,65.0,none,own,,'unemp/unskilled non res',1.0,,yes,good,10/1996,yes
884,Illinois,39.31,24.0,'existing paid',,4057.0,16.75,4<=X<7,3.0,'male div/sep',none,3.0,car,,none,own,,skilled,,yes,no,bad,10/1996,no
885,Illinois,-5589.96,12.0,'existing paid',,795.0,12.55,<1,4.0,'female div/dep/mar',none,4.0,'life insurance',53.0,none,own,1.0,skilled,1.0,none,yes,bad,10/1996,yes
886,Illinois,140.73,24.0,'critical/other existing credit',,2825.0,0.0,,4.0,'male single',none,3.0,,34.0,none,own,2.0,skilled,2.0,yes,yes,bad,10/1996,yes
887,Indiana,0.0,,'existing paid',,15672.0,0.0,1<=X<4,2.0,'male single',,2.0,car,23.0,none,own,1.0,skilled,1.0,yes,yes,bad,10/1996,yes
888,Indiana,0.0,36.0,'critical/other existing credit','new car',6614.0,0.0,>=7,4.0,'male single',none,4.0,car,34.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,10/1996,yes
889,Indiana,0.0,28.0,'all paid',,7824.0,0.0,<1,3.0,'male single',guarantor,4.0,'real estate',40.0,bank,rent,2.0,skilled,2.0,yes,yes,good,10/1996,yes
890,Indiana,-7869.21,27.0,'critical/other existing credit',business,2442.0,78.37,>=7,4.0,'male single',none,4.0,car,43.0,stores,own,,'high qualif/self emp/mgmt',2.0,yes,yes,good,10/1996,yes
891,Indiana,0.0,15.0,'critical/other existing credit',radio/tv,1829.0,0.0,>=7,4.0,'male single',none,,car,,none,,2.0,skilled,1.0,yes,no,bad,10/1996,no
892,Indiana,-9686.49,12.0,'critical/other existing credit','new car',2171.0,80.14,1<=X<4,4.0,'male single',none,4.0,'life insurance',38.0,bank,own,2.0,'unskilled resident',1.0,none,yes,bad,10/1996,yes
893,Indiana,71.39,36.0,'critical/other existing credit','used car',5800.0,44.36,1<=X<4,3.0,'male single',none,4.0,car,34.0,none,own,2.0,skilled,1.0,yes,yes,bad,10/1996,yes
894,Indiana,0.0,18.0,'critical/other existing credit',radio/tv,1169.0,0.0,1<=X<4,4.0,,none,3.0,'life insurance',29.0,none,own,2.0,skilled,1.0,yes,yes,bad,10/1996,yes
895,Indiana,0.0,36.0,,'used car',8947.0,0.0,,3.0,'male single',none,,car,31.0,stores,own,,'high qualif/self emp/mgmt',2.0,yes,no,good,10/1996,no
896,Indiana,-3213.79,21.0,,radio/tv,2606.0,25.37,<1,4.0,'female div/dep/mar',,4.0,,28.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,no,bad,10/1996,no
897,Indiana,0.0,12.0,'critical/other existing credit',,,0.0,,3.0,'female div/dep/mar',none,2.0,'life insurance',35.0,none,,1.0,skilled,1.0,none,yes,good,10/1996,yes
898,Indiana,0.0,15.0,'existing paid',,2186.0,0.0,4<=X<7,1.0,,none,4.0,'real estate',,bank,rent,1.0,'unskilled resident',1.0,none,yes,bad,10/1996,yes
899,Indiana,-5178.11,18.0,'existing paid',furniture/equipment,4153.0,65.95,1<=X<4,2.0,,'co applicant',3.0,car,42.0,none,,1.0,skilled,1.0,none,no,good,10/1996,no
900,Indiana,-9384.89,,'critical/other existing credit','new car',2625.0,25.0,>=7,2.0,'male single',guarantor,4.0,'life insurance',43.0,bank,rent,1.0,,1.0,yes,no,good,10/1996,no
901,Indiana,0.0,20.0,'critical/other existing credit','new car',3485.0,0.0,<1,2.0,'male div/sep',none,4.0,'real estate',44.0,none,own,2.0,skilled,1.0,yes,no,bad,10/1996,no
902,Kansas,0.0,,'critical/other existing credit','used car',,0.0,>=7,2.0,'male single',none,4.0,,42.0,,,2.0,skilled,1.0,none,yes,good,10/1996,yes
903,Kansas,0.0,15.0,'existing paid',radio/tv,1386.0,0.0,1<=X<4,4.0,'male mar/wid',,2.0,'real estate',40.0,none,rent,,skilled,1.0,yes,no,good,10/1996,no
904,Kansas,0.0,24.0,'existing paid',radio/tv,,0.0,>=7,4.0,'male single',none,1.0,'real estate',36.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,10/1996,yes
905,Kansas,-4424.42,,,radio/tv,1107.0,65.46,1<=X<4,2.0,'male single',none,2.0,'real estate',20.0,none,rent,1.0,'high qualif/self emp/mgmt',2.0,,no,good,10/1996,no
906,Kentucky,-8003.56,21.0,'existing paid','new car',3763.0,0.0,4<=X<7,2.0,'male single','co applicant',2.0,'real estate',24.0,none,own,1.0,'unskilled resident',1.0,none,no,good,11/1996,no
907,Kentucky,124.56,36.0,'existing paid',education,3711.0,0.0,1<=X<4,2.0,'male mar/wid',none,2.0,car,27.0,none,own,1.0,skilled,1.0,none,yes,good,11/1996,yes
908,Kentucky,0.0,15.0,'delayed previously','used car',3594.0,0.0,<1,1.0,'female div/dep/mar',none,2.0,'life insurance',,none,own,2.0,'unskilled resident',1.0,none,no,good,11/1996,no
909,Kentucky,152.88,9.0,'existing paid','new car',3195.0,0.0,1<=X<4,1.0,'female div/dep/mar',none,2.0,'real estate',33.0,none,own,1.0,'unskilled resident',1.0,none,no,bad,11/1996,no
910,Kentucky,0.0,36.0,'delayed previously',radio/tv,4454.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,4.0,'real estate',34.0,none,own,2.0,skilled,1.0,none,no,bad,11/1996,no
911,Kentucky,53.13,,'critical/other existing credit',furniture/equipment,4736.0,73.55,<1,2.0,,none,4.0,car,25.0,bank,,1.0,'unskilled resident',1.0,none,yes,good,11/1996,yes
912,Kentucky,136.67,30.0,,radio/tv,2991.0,0.0,>=7,,'female div/dep/mar',none,4.0,car,25.0,none,own,1.0,skilled,1.0,none,yes,bad,11/1996,yes
913,Kentucky,0.0,11.0,'existing paid',business,2142.0,0.0,>=7,1.0,'male div/sep',none,2.0,'real estate',28.0,none,,1.0,,1.0,yes,yes,good,11/1996,yes
914,Kentucky,0.0,24.0,'all paid',business,3161.0,0.0,1<=X<4,4.0,'male single',none,2.0,,31.0,none,rent,1.0,skilled,1.0,yes,yes,bad,11/1996,yes
915,Kentucky,0.0,48.0,'no credits/all paid',other,18424.0,0.0,1<=X<4,1.0,'female div/dep/mar',none,2.0,'life insurance',32.0,bank,own,1.0,'high qualif/self emp/mgmt',,yes,yes,good,11/1996,yes
916,Kentucky,0.0,,'existing paid','used car',2848.0,0.0,1<=X<4,1.0,'male single','co applicant',2.0,'real estate',32.0,none,own,1.0,skilled,2.0,none,no,bad,11/1996,no
917,Kentucky,-2248.12,6.0,'existing paid','new car',14896.0,47.22,>=7,1.0,'male single',none,4.0,'no known property',68.0,bank,own,1.0,'high qualif/self emp/mgmt',1.0,,no,good,11/1996,no
918,Kentucky,-9881.63,24.0,'existing paid',furniture/equipment,2359.0,465.33,unemployed,,'male div/sep',none,1.0,'life insurance',33.0,none,own,1.0,skilled,,none,yes,good,11/1996,yes
919,Kentucky,-5723.26,24.0,'existing paid',furniture/equipment,3345.0,58.66,>=7,4.0,,none,2.0,'life insurance',39.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,11/1996,yes
920,Kentucky,0.0,,'critical/other existing credit',furniture/equipment,1817.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,2.0,'no known property',28.0,none,own,2.0,,1.0,none,no,bad,11/1996,no
921,Kentucky,0.0,,'delayed previously',radio/tv,12749.0,0.0,4<=X<7,4.0,'male single',none,1.0,car,37.0,none,own,1.0,,1.0,yes,no,bad,11/1996,no
922,Kentucky,-5558.63,9.0,'existing paid',radio/tv,1366.0,8.58,<1,3.0,'female div/dep/mar',none,4.0,'life insurance',22.0,none,rent,1.0,skilled,1.0,none,yes,good,11/1996,yes
923,Kentucky,50.65,12.0,'existing paid','new car',2002.0,78.56,4<=X<7,3.0,,none,4.0,'life insurance',30.0,none,rent,1.0,skilled,2.0,yes,no,bad,11/1996,no
924,Kentucky,-860.04,24.0,'all paid',furniture/equipment,6872.0,0.0,<1,2.0,'male div/sep',none,1.0,'life insurance',,bank,own,1.0,skilled,1.0,yes,no,bad,11/1996,no
925,Kentucky,-493.93,12.0,'all paid',,697.0,41.84,<1,4.0,'male single',,2.0,car,46.0,bank,own,2.0,skilled,1.0,yes,yes,bad,11/1996,yes
926,Kentucky,-139.76,18.0,'critical/other existing credit',furniture/equipment,1049.0,44.33,<1,4.0,,none,4.0,'life insurance',21.0,none,rent,1.0,skilled,1.0,none,yes,good,11/1996,yes
927,Kentucky,-6957.68,,'existing paid','used car',10297.0,96.63,4<=X<7,4.0,'male single',none,4.0,'no known property',39.0,stores,'for free',,skilled,2.0,yes,yes,bad,11/1996,yes
928,Kentucky,0.0,,'existing paid',radio/tv,1867.0,0.0,>=7,,'male single',none,4.0,car,58.0,none,own,,skilled,1.0,yes,yes,good,11/1996,yes
929,Kentucky,-6014.9,12.0,'delayed previously','new car',,77.78,1<=X<4,4.0,'male single',none,2.0,'real estate',43.0,none,own,2.0,,2.0,none,no,good,11/1996,no
930,Kentucky,-6433.26,24.0,'existing paid',furniture/equipment,,49.11,<1,4.0,'male single','co applicant',1.0,'life insurance',24.0,,,1.0,'unskilled resident',1.0,none,no,bad,11/1996,no
931,Kentucky,76.55,9.0,'existing paid',radio/tv,1670.0,11.79,<1,4.0,'female div/dep/mar',none,2.0,car,22.0,none,own,1.0,skilled,1.0,,yes,bad,11/1996,yes
932,Kentucky,0.0,9.0,'critical/other existing credit','new car',1224.0,0.0,1<=X<4,3.0,'male single',none,1.0,'real estate',30.0,none,own,2.0,skilled,1.0,none,yes,good,11/1996,yes
933,Louisiana,0.0,12.0,'critical/other existing credit',,,0.0,>=7,4.0,'male single',none,4.0,'life insurance',42.0,none,own,,skilled,2.0,yes,no,good,11/1996,no
934,Louisiana,-7689.68,,'existing paid',,1498.0,54.57,1<=X<4,4.0,'female div/dep/mar',,1.0,car,23.0,bank,own,1.0,skilled,1.0,none,yes,good,11/1996,yes
935,Louisiana,152.56,30.0,'delayed previously',radio/tv,1919.0,239.05,<1,,'male single',none,3.0,'no known property',30.0,,,2.0,'high qualif/self emp/mgmt',1.0,none,yes,bad,11/1996,yes
936,Louisiana,6883.16,9.0,'existing paid',radio/tv,745.0,54.04,1<=X<4,3.0,'female div/dep/mar',none,2.0,,28.0,none,,1.0,'unskilled resident',1.0,none,yes,good,12/1996,yes
937,Louisiana,63.46,6.0,'existing paid',radio/tv,2063.0,82.56,<1,4.0,,none,3.0,car,30.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,12/1996,yes
938,Louisiana,150.94,60.0,'existing paid',,6288.0,77.15,1<=X<4,4.0,'male single',none,4.0,,42.0,none,'for free',1.0,skilled,1.0,none,yes,bad,12/1996,yes
939,Louisiana,0.0,24.0,'critical/other existing credit','used car',6842.0,0.0,1<=X<4,,'male single',none,4.0,'life insurance',,none,,2.0,,2.0,yes,yes,bad,12/1996,yes
940,Louisiana,0.0,12.0,'existing paid','new car',3527.0,0.0,<1,2.0,'male single',none,3.0,'life insurance',,none,own,1.0,'high qualif/self emp/mgmt',2.0,yes,yes,bad,12/1996,yes
941,Louisiana,0.0,10.0,'existing paid','new car',1546.0,0.0,1<=X<4,,,none,2.0,'real estate',31.0,none,own,1.0,'unskilled resident',2.0,none,yes,good,12/1996,yes
942,Louisiana,0.0,24.0,,furniture/equipment,929.0,0.0,4<=X<7,4.0,'male single',none,2.0,car,31.0,stores,own,1.0,skilled,1.0,,no,good,12/1996,no
943,Louisiana,0.0,4.0,'critical/other existing credit','new car',1455.0,0.0,4<=X<7,2.0,'male single',none,,'real estate',42.0,none,own,3.0,'unskilled resident',2.0,,no,good,12/1996,no
944,Louisiana,-6930.31,15.0,'existing paid',furniture/equipment,,22.67,<1,4.0,'female div/dep/mar',,1.0,'life insurance',46.0,none,rent,,skilled,1.0,none,yes,good,12/1996,yes
945,Louisiana,68.8,48.0,'no credits/all paid','new car',8358.0,586.68,<1,1.0,'female div/dep/mar',none,1.0,,30.0,none,own,2.0,skilled,,none,yes,good,12/1996,yes
946,Louisiana,-1377.54,24.0,'all paid',furniture/equipment,3349.0,672.43,<1,4.0,'male single',,4.0,'no known property',30.0,none,'for free',1.0,skilled,2.0,yes,no,good,12/1996,no
947,Louisiana,0.0,12.0,'existing paid',,2859.0,0.0,unemployed,4.0,'male single',none,4.0,'no known property',,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,12/1996,yes
948,Louisiana,0.0,18.0,'existing paid',furniture/equipment,1533.0,0.0,<1,4.0,'male mar/wid','co applicant',1.0,'life insurance',,none,own,1.0,'unskilled resident',2.0,none,no,good,12/1996,no
949,Louisiana,0.0,24.0,'existing paid',radio/tv,3621.0,0.0,,2.0,'male single',,4.0,car,31.0,none,own,2.0,skilled,1.0,none,yes,good,12/1996,yes
950,Louisiana,111.5,18.0,'critical/other existing credit',business,3590.0,14.04,unemployed,3.0,'male mar/wid',none,3.0,car,40.0,none,own,3.0,'unemp/unskilled non res',2.0,yes,yes,bad,12/1996,yes
951,Louisiana,-4965.47,36.0,'delayed previously',business,2145.0,47.97,4<=X<7,2.0,'male single',none,1.0,car,24.0,none,own,2.0,,1.0,yes,no,good,12/1996,no
952,Louisiana,0.0,24.0,,,4113.0,0.0,,,'female div/dep/mar',none,4.0,,28.0,none,rent,1.0,skilled,1.0,none,yes,bad,12/1996,yes
953,Louisiana,0.0,36.0,'existing paid',furniture/equipment,10974.0,0.0,unemployed,,'female div/dep/mar',none,2.0,car,26.0,none,own,2.0,'high qualif/self emp/mgmt',,yes,no,good,12/1996,no
954,Massachusetts,-8272.23,12.0,'existing paid','new car',1893.0,95.08,1<=X<4,4.0,'female div/dep/mar',guarantor,4.0,'life insurance',29.0,none,own,,skilled,1.0,yes,yes,good,12/1996,yes
955,Massachusetts,-6700.86,24.0,'critical/other existing credit',radio/tv,1231.0,2176.54,>=7,4.0,'female div/dep/mar',none,4.0,'life insurance',57.0,none,rent,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,12/1996,yes
956,Massachusetts,3586.3,30.0,'critical/other existing credit',radio/tv,3656.0,0.0,>=7,4.0,,none,4.0,'life insurance',49.0,stores,,2.0,'unskilled resident',1.0,none,yes,bad,12/1996,yes
957,Massachusetts,193.78,9.0,'critical/other existing credit',radio/tv,1154.0,1.28,>=7,2.0,'male single',none,4.0,'real estate',,none,own,3.0,'unskilled resident',1.0,none,no,good,12/1996,no
958,Massachusetts,-6792.8,28.0,'existing paid','new car',4006.0,29.47,,3.0,'male single',none,2.0,car,45.0,none,own,1.0,'unskilled resident',1.0,,no,bad,12/1996,no
959,Massachusetts,169.67,24.0,'existing paid',,3069.0,286.74,>=7,4.0,'male single',none,4.0,'no known property',30.0,,'for free',1.0,skilled,1.0,none,yes,bad,12/1996,yes
960,Massachusetts,0.0,6.0,,radio/tv,1740.0,0.0,>=7,2.0,'male mar/wid',none,2.0,'real estate',30.0,none,rent,2.0,skilled,1.0,none,yes,good,12/1996,yes
961,Massachusetts,192.9,21.0,'delayed previously','new car',2353.0,73.52,1<=X<4,1.0,'male div/sep',none,4.0,'life insurance',47.0,none,own,2.0,skilled,1.0,none,no,good,12/1996,no
962,Massachusetts,0.0,15.0,'existing paid','new car',3556.0,0.0,1<=X<4,3.0,'male single',none,2.0,'no known property',29.0,none,own,1.0,skilled,,none,no,good,12/1996,no
963,Massachusetts,0.0,24.0,'existing paid',radio/tv,2397.0,0.0,>=7,3.0,'male single',none,2.0,car,35.0,,own,2.0,skilled,1.0,yes,no,good,12/1996,no
964,Massachusetts,0.0,6.0,'existing paid',repairs,,0.0,,3.0,'male mar/wid',none,1.0,'life insurance',22.0,,,1.0,'unskilled resident',1.0,none,no,bad,12/1996,no
965,Massachusetts,55.87,30.0,'existing paid',radio/tv,1715.0,0.0,1<=X<4,4.0,'female div/dep/mar',none,1.0,car,26.0,none,,1.0,skilled,1.0,none,yes,good,12/1996,yes
966,Massachusetts,132.11,27.0,'critical/other existing credit',radio/tv,2520.0,774.26,1<=X<4,4.0,'male single',none,2.0,'life insurance',23.0,,own,2.0,'unskilled resident',1.0,none,yes,good,12/1996,yes
967,Maryland,0.0,15.0,,,3568.0,0.0,>=7,4.0,'female div/dep/mar',,,,54.0,bank,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,01/1997,yes
968,Maryland,0.0,42.0,'existing paid',radio/tv,7166.0,0.0,4<=X<7,2.0,'male mar/wid',none,4.0,'life insurance',29.0,none,rent,1.0,skilled,1.0,yes,yes,bad,01/1997,yes
969,Maryland,-9201.17,11.0,'critical/other existing credit','new car',3939.0,82.17,1<=X<4,1.0,'male single',none,2.0,'real estate',40.0,none,own,2.0,'unskilled resident',2.0,none,yes,bad,01/1997,yes
970,Maryland,0.0,15.0,'existing paid',repairs,1514.0,0.0,1<=X<4,,'male single',guarantor,2.0,'real estate',22.0,,own,1.0,skilled,1.0,none,yes,good,01/1997,yes
971,Maryland,0.0,24.0,'existing paid','new car',7393.0,0.0,1<=X<4,1.0,'male single',none,4.0,'life insurance',43.0,none,,1.0,'unskilled resident',2.0,,yes,good,01/1997,yes
972,Maryland,-3817.21,24.0,'all paid','new car',1193.0,7.35,unemployed,1.0,'female div/dep/mar','co applicant',4.0,'no known property',29.0,none,rent,2.0,'unemp/unskilled non res',1.0,none,yes,good,01/1997,yes
973,Maryland,-5030.05,60.0,'existing paid',business,,0.0,>=7,,'male single','co applicant',4.0,'no known property',,none,rent,1.0,skilled,1.0,none,yes,bad,01/1997,yes
974,Maryland,0.0,30.0,'critical/other existing credit',,,0.0,1<=X<4,,'female div/dep/mar',none,2.0,car,33.0,none,own,1.0,skilled,1.0,yes,yes,bad,01/1997,yes
975,Maine,9492.3,24.0,'existing paid',radio/tv,,732.13,1<=X<4,3.0,'female div/dep/mar',none,3.0,,57.0,none,own,1.0,'unskilled resident',1.0,none,no,good,01/1997,no
976,Michigan,161.73,6.0,'existing paid',radio/tv,753.0,0.0,1<=X<4,2.0,'female div/dep/mar',guarantor,,'real estate',64.0,none,own,1.0,,1.0,none,no,good,01/1997,no
977,Michigan,137.22,18.0,'delayed previously',business,2427.0,0.0,>=7,4.0,'male single',none,2.0,'life insurance',42.0,none,own,2.0,skilled,1.0,none,yes,good,01/1997,yes
978,Michigan,0.0,24.0,'delayed previously','new car',2538.0,0.0,>=7,4.0,,none,4.0,car,47.0,none,own,2.0,'unskilled resident',2.0,none,yes,bad,01/1997,yes
979,Michigan,8.44,15.0,'all paid','new car',1264.0,119.45,1<=X<4,2.0,'male mar/wid',none,,'life insurance',25.0,none,rent,1.0,skilled,1.0,none,yes,good,01/1997,yes
980,Michigan,84.87,30.0,'critical/other existing credit',furniture/equipment,8386.0,1.92,4<=X<7,2.0,'male single',none,2.0,'life insurance',49.0,none,own,1.0,skilled,1.0,none,yes,good,01/1997,yes
981,Michigan,0.0,48.0,'existing paid',business,4844.0,0.0,unemployed,3.0,'male single',,2.0,car,33.0,bank,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,bad,01/1997,yes
982,Michigan,7338.22,21.0,'existing paid','new car',2923.0,174.71,1<=X<4,1.0,'female div/dep/mar',none,1.0,car,28.0,bank,own,1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,01/1997,no
983,Michigan,-3300.97,36.0,'existing paid','used car',8229.0,32.32,1<=X<4,2.0,'male single',none,2.0,'life insurance',26.0,none,own,1.0,skilled,2.0,none,yes,good,01/1997,yes
984,Michigan,0.0,24.0,'critical/other existing credit',furniture/equipment,2028.0,0.0,4<=X<7,2.0,'male single',none,2.0,'life insurance',30.0,none,own,2.0,'unskilled resident',1.0,none,yes,good,01/1997,yes
985,New Mexico,-6188.9,15.0,'critical/other existing credit',furniture/equipment,1433.0,15.71,1<=X<4,4.0,'female div/dep/mar',none,3.0,'life insurance',25.0,none,rent,2.0,skilled,1.0,none,yes,bad,01/1997,yes
986,New Mexico,3071.02,42.0,,business,6289.0,20.05,<1,2.0,'male div/sep',none,1.0,'life insurance',33.0,none,own,2.0,skilled,1.0,none,no,good,01/1997,no
987,New Mexico,0.0,13.0,'existing paid',radio/tv,1409.0,0.0,unemployed,2.0,'female div/dep/mar',none,,'real estate',64.0,none,own,1.0,skilled,1.0,none,yes,bad,01/1997,yes
988,New Mexico,-5107.89,24.0,'existing paid','used car',6579.0,21.65,unemployed,4.0,'male single',,,'no known property',29.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,no,good,01/1997,no
989,Nevada,96.89,24.0,'critical/other existing credit',radio/tv,,29.55,>=7,4.0,'male single',none,2.0,'life insurance',48.0,none,own,,'unskilled resident',1.0,none,no,good,01/1997,no
990,Nevada,0.0,12.0,'critical/other existing credit',education,3565.0,0.0,<1,2.0,'male single',none,1.0,'life insurance',37.0,none,own,2.0,'unskilled resident',2.0,none,no,good,01/1997,no
991,New York,0.0,15.0,'all paid',radio/tv,1569.0,0.0,>=7,4.0,,none,4.0,car,34.0,bank,,1.0,'unskilled resident',2.0,none,no,good,01/1997,no
992,New York,0.0,18.0,'existing paid',radio/tv,1936.0,0.0,4<=X<7,2.0,'male mar/wid',none,4.0,car,23.0,none,,,'unskilled resident',1.0,none,yes,good,01/1997,yes
993,New York,-9599.81,36.0,'existing paid',furniture/equipment,3959.0,25.06,unemployed,,,none,3.0,'life insurance',30.0,none,own,1.0,'high qualif/self emp/mgmt',,yes,no,bad,01/1997,no
994,New York,0.0,12.0,'existing paid','new car',2390.0,0.0,>=7,4.0,'male single',none,3.0,car,50.0,none,own,1.0,skilled,1.0,yes,no,good,01/1997,no
995,New York,0.0,12.0,'existing paid',furniture/equipment,1736.0,0.0,4<=X<7,3.0,,none,4.0,'real estate',31.0,none,own,1.0,'unskilled resident',1.0,none,no,bad,01/1997,no
996,New York,-3296.07,30.0,'existing paid',,3857.0,88.42,1<=X<4,4.0,'male div/sep',none,4.0,'life insurance',40.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,good,01/1997,yes
997,Ohio,0.0,,'existing paid',radio/tv,804.0,0.0,>=7,4.0,'male single',,4.0,car,38.0,none,own,1.0,skilled,1.0,none,no,good,02/1997,no
998,Ohio,-7050.13,45.0,'existing paid',radio/tv,1845.0,66.53,1<=X<4,4.0,'male single',,,'no known property',23.0,none,'for free',1.0,skilled,,yes,yes,good,02/1997,yes
999,Ohio,32.57,45.0,'critical/other existing credit',,4576.0,227.77,unemployed,3.0,'male single',,4.0,car,27.0,none,,1.0,skilled,1.0,none,yes,good,02/1997,yes
